patent_serial,paper_serial,similarity_score,patent_title,patent_year,paper_title,paper_year
PT720,P1300,0.0936,Shiga toxin B-subunit as a vector for tumor diagnosis and drug delivery to Gb3 expressing tumors,2010,Biocompatible and label-free separation of cancer cells from cell culture lines from white blood cells in ferrofluids,2017
PT720,P186,0.0931,Shiga toxin B-subunit as a vector for tumor diagnosis and drug delivery to Gb3 expressing tumors,2010,Comparative studies on the cytotoxic effects induced by iron oxide nanoparticles in cancerous and noncancerous human lung cells subjected to an alternating magnetic field,2024
PT73,P899,0.1525,Antechamber control reducing leak through ferrofluid seals,2010,Liquid-gas support and lubrication based on a ferrofluid seal,2020
PT73,P3308,0.1328,Antechamber control reducing leak through ferrofluid seals,2010,Optical tracking and detection of immunomagnetically selected and aligned cells,1999
PT73,P2863,0.1083,Antechamber control reducing leak through ferrofluid seals,2010,Mössbauer analysis on the magnetic properties of Fe-Co nanoparticles synthesized by chemical vapor condensation process,2004
PT736,P3407,0.1804,Inductive charging arrangement for a vehicle battery,2022,Force effects on ferrofluids; [Kraftwirkungen auf magnetische flüssigkeiten],1996
PT736,P3075,0.1461,Inductive charging arrangement for a vehicle battery,2022,Orientational preference and predictability in a symmetric arrangement of magnetic drops,2003
PT736,P2755,0.1403,Inductive charging arrangement for a vehicle battery,2022,Ferrofluids for optical pick-up actuators as a heat transfer material,2005
PT740,P2997,0.3476,Magnetic Fluid,2016,Structural Transformations in Polydisperse Ferrofluids,2003
PT740,P2046,0.3209,Magnetic Fluid,2016,Can ferrohydrodynamic instabilities be useful in transducers? [Instrumentation Notes],2011
PT740,P1425,0.2762,Magnetic Fluid,2016,Effect of interparticle interaction on magnetic hyperthermia in ferrofluids,2015
PT742,P1697,0.1478,Apparatus with a liquid-impregnated surface to facilitate material conveyance,2017,Active surfaces: Ferrofluid-impregnated surfaces for active manipulation of droplets,2014
PT742,P247,0.1301,Apparatus with a liquid-impregnated surface to facilitate material conveyance,2017,Scaling and Flow Profiles in Magnetically Confined Liquid-In-Liquid Channels,2024
PT742,P73,0.1277,Apparatus with a liquid-impregnated surface to facilitate material conveyance,2017,Nonclogging Liquid-Walled Continuous Flow Reactors,2025
PT745,P541,0.1898,Spray Processes and Methods for Forming Liquid-Impregnated Surfaces,2015,Numerical simulation of two-phase droplets on a curved surface using Surface Evolver,2021
PT745,P3307,0.1831,Spray Processes and Methods for Forming Liquid-Impregnated Surfaces,2015,Fluid-solid transitions in aqueous ferrofluids,2000
PT745,P3339,0.168,Spray Processes and Methods for Forming Liquid-Impregnated Surfaces,2015,Solid containing rotationally free nanocrystalline γ-Fe2O3: Material for a nanoscale magnetic compass?,2000
PT748,P249,0.1488,APPARATUS AND METHOD FOR TREATING TEETH,2020,Simultaneous Effects of a Vortex Generator and Magnetic Field on Ferrofluid Convective Heat Transfer in a 3D Channel: First and Second Law Analyses,2024
PT748,P433,0.1458,APPARATUS AND METHOD FOR TREATING TEETH,2020,Surface Modification of Superparamagnetic Iron Oxide Nanoparticles by Argon Plasma for Medical Applications,2022
PT748,P1860,0.1375,APPARATUS AND METHOD FOR TREATING TEETH,2020,Electromagnetic ferrofluid-based energy harvester,2012
PT75,P2556,0.1857,"Electrodynamic transducer, in particular of the loudspeaker type with ferrofluid suspension and related devices",2012,Microscopic observation of ferrofluid droplet formation from a cylindrical channels membrane,2007
PT75,P3836,0.1576,"Electrodynamic transducer, in particular of the loudspeaker type with ferrofluid suspension and related devices",2012,Investigation of an inclination transducer,1983
PT75,P2699,0.1329,"Electrodynamic transducer, in particular of the loudspeaker type with ferrofluid suspension and related devices",2012,Direct and inverse domain structures in ferrofluids,2006
PT753,P2556,0.1882,Moisture Detection and Indicator System and Method of Use while Maintaining Roof Membrane Integrity,2022,Microscopic observation of ferrofluid droplet formation from a cylindrical channels membrane,2007
PT753,P1698,0.0734,Moisture Detection and Indicator System and Method of Use while Maintaining Roof Membrane Integrity,2022,Ferrofluid sacrificial microfabrication of capacitive pressure sensors,2014
PT753,P393,0.067,Moisture Detection and Indicator System and Method of Use while Maintaining Roof Membrane Integrity,2022,A refined debye model for the dynamic magnetization response of superparamagnetic nanoparticles,2023
PT757,P1318,0.1861,Thermal energy storage system including a vessel having hot and cold liquid portions separated by floating piston,2023,Parameters affecting forced convection enhancement in ferrofluid cooling systems,2017
PT757,P84,0.1818,Thermal energy storage system including a vessel having hot and cold liquid portions separated by floating piston,2023,Significance of Magnetic Nano Fluids in Pulsating Heat Pipes–A Review,2025
PT757,P1807,0.1594,Thermal energy storage system including a vessel having hot and cold liquid portions separated by floating piston,2023,Effects of surface coating of nanoparticles on thermal performance of Open Loop Pulsating Heat Pipes,2012
PT76,P2735,0.1507,Radially polarized multiple-stage ferrofluid seal apparatus,1985,Magnets seal it off,2005
PT76,P3668,0.1486,Radially polarized multiple-stage ferrofluid seal apparatus,1985,Determination of intraparticle structure of magnetite particles in a solvent by contrast variation method using polarized neutrons,1992
PT76,P1008,0.1457,Radially polarized multiple-stage ferrofluid seal apparatus,1985,Circularly polarized light to study linear magneto-optics for ferrofluids: θ-scan technique,2018
PT761,P1318,0.1861,Thermal Energy Storage System,2023,Parameters affecting forced convection enhancement in ferrofluid cooling systems,2017
PT761,P84,0.1818,Thermal Energy Storage System,2023,Significance of Magnetic Nano Fluids in Pulsating Heat Pipes–A Review,2025
PT761,P1807,0.1594,Thermal Energy Storage System,2023,Effects of surface coating of nanoparticles on thermal performance of Open Loop Pulsating Heat Pipes,2012
PT762,P841,0.1428,Electromagnetic transducer having paired Halbach arrays,2018,Bio-inspired clamping microneedle arrays from flexible ferrofluid-configured moldings,2019
PT762,P3482,0.138,Electromagnetic transducer having paired Halbach arrays,2018,Proceedings of the 1996 IEEE International Magnetics Conference (INTERMAG'96). Part 2 (of 3),1996
PT762,P2893,0.1227,Electromagnetic transducer having paired Halbach arrays,2018,Experiments with a ferrofluid-supported linear electric motor,2004
PT765,P1318,0.1861,Thermal energy storage system including a plurality of vessels each having hot and cold liquid portions separated by a floating piston,2024,Parameters affecting forced convection enhancement in ferrofluid cooling systems,2017
PT765,P84,0.1818,Thermal energy storage system including a plurality of vessels each having hot and cold liquid portions separated by a floating piston,2024,Significance of Magnetic Nano Fluids in Pulsating Heat Pipes–A Review,2025
PT765,P1807,0.1594,Thermal energy storage system including a plurality of vessels each having hot and cold liquid portions separated by a floating piston,2024,Effects of surface coating of nanoparticles on thermal performance of Open Loop Pulsating Heat Pipes,2012
PT767,P3161,0.091,"COMPOSITIONS AND METHODS FOR ISOLATING, DETECTING, AND ANALYZING FETAL CELLS",2022,"Immunomagnetic cell separation, imaging, and analysis using Captivate™ ferrofluids",2002
PT767,P1792,0.0758,"COMPOSITIONS AND METHODS FOR ISOLATING, DETECTING, AND ANALYZING FETAL CELLS",2022,Introduction to ferrofluids,2013
PT767,P3389,0.0752,"COMPOSITIONS AND METHODS FOR ISOLATING, DETECTING, AND ANALYZING FETAL CELLS",2022,Longitudinal magneto-optical study of Brown relaxation in ferrofluids: Dynamic and transient methods. Application,1999
PT769,P1257,0.1595,SURFACE STRUCTURE FOR FLUID MANIPULATION,2025,Remote Droplet Manipulation on Self-Healing Thermally Activated Magnetic Slippery Surfaces,2017
PT769,P3779,0.156,SURFACE STRUCTURE FOR FLUID MANIPULATION,2025,PROCEEDINGS OF THE 4TH INTERNATIONAL CONFERENCE ON MAGNETIC FLUIDS.,1987
PT769,P1236,0.1507,SURFACE STRUCTURE FOR FLUID MANIPULATION,2025,Advances of Particles/Cells Magnetic Manipulation in Microfluidic Chips,2017
PT77,P3901,0.2239,Ferrofluid linear seal apparatus,1985,Dynamic loading of a single-stage ferromagnetic liquid seal,1978
PT77,P2735,0.2216,Ferrofluid linear seal apparatus,1985,Magnets seal it off,2005
PT77,P224,0.1867,Ferrofluid linear seal apparatus,1985,Modeling shape deformation of ferrofluid ring section and secondary flow in ferrofluid seals with rectangular polar teeth using BEM and FVM,2024
PT770,P3639,0.0803,Projection and camera system with repositionable support structure,2016,Particulate magnetic media contamination. Large defects,1990
PT770,P1034,0.0701,Projection and camera system with repositionable support structure,2016,Magnetic Fluid Lubrication of Rough Thrust Bearings considering a Sine Film Profile,2019
PT770,P2820,0.0607,Projection and camera system with repositionable support structure,2016,Blocking phenomena studies on ferronematics,2005
PT774,P3056,0.1305,MICROFLUIDIC DEVICES WITH DEHYDRATED REAGENTS,2025,Design of high-magnetic field gradient sources for controlling magnetically induced flow of ferrofluids in microfluidic systems,2003
PT774,P3984,0.116,MICROFLUIDIC DEVICES WITH DEHYDRATED REAGENTS,2025,Fluid Dynamics and Science of Magnetic Liquids,1979
PT774,P165,0.1086,MICROFLUIDIC DEVICES WITH DEHYDRATED REAGENTS,2025,Laser-Controlled Ferrohydrodynamic Fluid Cavities for Modulation of Ultrasonic Waves,2024
PT775,P2019,0.1162,SYSTEMS AND METHODS FOR INHIBITING APNEIC EVENTS,2014,Investigation of magnetic active core sizes and hydrodynamic diameters of a magnetically fractionated ferrofluid,2011
PT775,P1351,0.0704,SYSTEMS AND METHODS FOR INHIBITING APNEIC EVENTS,2014,Inertially focused diamagnetic particle separation in ferrofluids,2017
PT775,P3297,0.0662,SYSTEMS AND METHODS FOR INHIBITING APNEIC EVENTS,2014,Use of ferrofluids in micromechanics,2000
PT776,P2462,0.1265,Process for directing assemblies of particulate dispersions using surface roughness,2012,Importance of depletion interactions for structure and dynamics of ferrofluids,2008
PT776,P2522,0.1198,Process for directing assemblies of particulate dispersions using surface roughness,2012,Bayesian inference approach to particle size distribution estimation in ferrofluids,2006
PT776,P3134,0.1147,Process for directing assemblies of particulate dispersions using surface roughness,2012,Magnetic field design for selecting and aligning immunomagnetic labeled cells,2002
PT78,P1661,0.1369,Use of ferrofluids for phenotyping blood and related applications,2014,Watching iron nanoparticles rust: An in situ x-ray absorption spectroscopic study,2014
PT78,P3277,0.1154,Use of ferrofluids for phenotyping blood and related applications,2014,"Use of Raman micro-spectroscopy in the characterization of M(II)Fe2O4 (M = Fe, Zn) electric double layer ferrofluids",2000
PT78,P1211,0.1135,Use of ferrofluids for phenotyping blood and related applications,2014,"Magnetoviscoelastic characteristics of superparamagnetic oxides (Fe, Ni) based ferrofluids",2017
PT780,P1914,0.2828,SYSTEMS AND METHODS FOR MAKING AND USING A MOTOR DISTALLY-POSITIONED WITHIN A CATHETER OF AN INTRAVASCULAR ULTRASOUND IMAGING SYSTEM,2010,Characteristics of electromagnetic induction by moving ferrofluids,2012
PT780,P2961,0.1979,SYSTEMS AND METHODS FOR MAKING AND USING A MOTOR DISTALLY-POSITIONED WITHIN A CATHETER OF AN INTRAVASCULAR ULTRASOUND IMAGING SYSTEM,2010,Nanoparticle Composition of a Ferrofluid and Its Effects on the Magnetic Properties,2004
PT780,P807,0.1079,SYSTEMS AND METHODS FOR MAKING AND USING A MOTOR DISTALLY-POSITIONED WITHIN A CATHETER OF AN INTRAVASCULAR ULTRASOUND IMAGING SYSTEM,2010,Ferrofluid-enabled micro rotary-linear actuator for endoscopic three-dimensional imaging and spectroscopy,2020
PT782,P2684,0.1861,ADAPTABLE INPUT/OUTPUT DEVICE,2012,What tunes the structural anisotropy of magnetic fluids under a magnetic field?,2006
PT782,P2678,0.1529,ADAPTABLE INPUT/OUTPUT DEVICE,2012,On the theory of structural transformations in polar colloids,2006
PT782,P3100,0.1352,ADAPTABLE INPUT/OUTPUT DEVICE,2012,Agglomeration and chain formation in ferrofluids: Two-dimensional x-ray scattering,2003
PT784,P1318,0.1846,Thermal energy storage system with parallel connected vessels,2023,Parameters affecting forced convection enhancement in ferrofluid cooling systems,2017
PT784,P84,0.1656,Thermal energy storage system with parallel connected vessels,2023,Significance of Magnetic Nano Fluids in Pulsating Heat Pipes–A Review,2025
PT784,P1807,0.1521,Thermal energy storage system with parallel connected vessels,2023,Effects of surface coating of nanoparticles on thermal performance of Open Loop Pulsating Heat Pipes,2012
PT785,P2232,0.3061,"PARTICLE SEPARATOR SYSTEM, MATERIALS, AND METHODS OF USE",2022,Label-free cellular manipulation and sorting via biocompatible ferrofluids,2009
PT785,P1300,0.2655,"PARTICLE SEPARATOR SYSTEM, MATERIALS, AND METHODS OF USE",2022,Biocompatible and label-free separation of cancer cells from cell culture lines from white blood cells in ferrofluids,2017
PT785,P356,0.2409,"PARTICLE SEPARATOR SYSTEM, MATERIALS, AND METHODS OF USE",2022,Simultaneous and Multimodal Antigen-Binding Profiling and Isolation of Rare Cells via Quantitative Ferrohydrodynamic Cell Separation,2023
PT788,P3527,0.1757,PROCESS FOR MAKING CUSTOMIZED PARTICLES BY STOCHASTIC EXCITATION,2011,Ferrofluids enter new domains,1995
PT788,P2482,0.15,PROCESS FOR MAKING CUSTOMIZED PARTICLES BY STOCHASTIC EXCITATION,2011,Scaling behaviour of the structure factor of chain-forming ferrofluids at low wave vectors,2008
PT788,P3317,0.1431,PROCESS FOR MAKING CUSTOMIZED PARTICLES BY STOCHASTIC EXCITATION,2011,Glass like magnetic alternating field susceptibility behavior of structurally frozen ferrofluids,1999
PT789,P2683,0.2922,Variable motion control devices for transmission and other implementations and methods of use thereof,2010,Pattern storage and recognition using ferrofluids,2006
PT789,P592,0.2205,Variable motion control devices for transmission and other implementations and methods of use thereof,2010,Development of a novel wind to electrical energy converter of passive ferrofluid levitation through its parameter modelling and optimization,2021
PT789,P1384,0.1655,Variable motion control devices for transmission and other implementations and methods of use thereof,2010,Research experiments on pressure-difference sensors with ferrofluid,2016
PT79,P790,0.2218,Cooling magnetic cores with ferrofluid and magnetic cores so cooled,2021,"From single-core nanoparticles in ferrofluids to multi-core magnetic nanocomposites: Assembly strategies, structure, and magnetic behavior",2020
PT79,P1306,0.195,Cooling magnetic cores with ferrofluid and magnetic cores so cooled,2021,Stretchable inductor with liquid magnetic core,2016
PT79,P3131,0.1918,Cooling magnetic cores with ferrofluid and magnetic cores so cooled,2021,Properties of Iron Oxide Particles Prepared in the Presence of Dextran,2002
